_Language,English,Simplified Chinese,,Language name - in English
GMStdBufferCopy_Story_1,"Copy buffer ${buffer} into ${target}",“将缓冲区${buffer}复制到${target}”,,dnd story text
GMStdBufferCopy_Story_2,"Copy buffer ${buffer} into ${target} on ${applyto}",“将缓冲区${buffer}复制到${applyto}上的${target}”,,dnd story text
GMStdBufferDelete_Story_1,"Delete buffer ${buffer}${show_input_count}",“删除缓冲区${buffer}${show_input_count}”,,dnd story text
GMStdBufferDelete_Story_2,"Delete buffer ${buffer} on ${applyto}${show_input_count}",“删除${applyto}${show_input_count}上的缓冲区${buffer}”,,dnd story text
GMStdBufferRead_Story_1,"Read from buffer ${buffer}",“从缓冲区${buffer}读取”,,dnd story text
GMStdBufferRead_Story_2,"Read from buffer ${buffer} on ${applyto}",“从${applyto}上的缓冲区${buffer}读取”,,dnd story text
GMStdBufferRead_Story_3,"Read from buffer ${buffer} into ${target}",“从缓冲区${buffer}读取到${target}”,,dnd story text
GMStdBufferRead_Story_4,"Read from buffer ${buffer} into ${target} on ${applyto}",“从缓冲区${buffer}读取到${applyto}上的${target}”,,dnd story text
GMStdBufferRead_Story_5,"Read from buffer ${buffer} into temp ${target}",“从缓冲区${buffer}读取到临时${target}”,,dnd story text
GMStdBufferRead_Story_6,"Read from buffer ${buffer} into temp ${target} on ${applyto}",“从缓冲区${buffer}读取到${applyto}上的临时${target}”,,dnd story text
GMStdBufferWrite_Story_1,"Write ${value} to buffer ${buffer}",“将${value}写入缓冲区${buffer}”,,dnd story text
GMStdBufferWrite_Story_2,"Write ${value} to buffer ${buffer} on ${applyto}",“将${value}写入${applyto}上的缓冲区${buffer}”,,dnd story text
GMStdBufferSeek_Story_1,"Seek to position ${pos} from start in buffer ${buffer}",“查找缓冲区${buffer}中从起始位置开始的${pos}”,,dnd story text
GMStdBufferSeek_Story_2,"Seek to position ${pos} from start in buffer ${buffer} on ${applyto}",“查找从${applyto}上的缓冲区${buffer}中开始的${pos}位置”,,dnd story text
GMStdBufferSeek_Story_3,"Seek to position ${pos} relative to position in buffer ${buffer}",“查找相对于缓冲区${buffer}中位置的${pos}”,,dnd story text
GMStdBufferSeek_Story_4,"Seek to position ${pos} relative to position in buffer ${buffer} on ${applyto}",“寻求相对于${applyto}上缓冲区${buffer}中的位置定位${pos}”,,dnd story text
GMStdBufferSeek_Story_5,"Seek to position ${pos} from end in buffer ${buffer}",“查找从缓冲区${buffer}的末尾开始定位${pos}”,,dnd story text
GMStdBufferSeek_Story_6,"Seek to position ${pos} from end in buffer ${buffer} on ${applyto}",“查找从${applyto}上缓冲区${buffer}的末端开始定位${pos}”,,dnd story text
GMStdBufferGetSize_Story_1,"Get size of buffer ${buffer} into ${target}",“将缓冲区${buffer}的大小获取到${target}”,,dnd story text
GMStdBufferGetSize_Story_2,"Get size of buffer ${buffer} into ${target} on ${applyto}",“将缓冲区${buffer}的大小获取到${applyto}上的${target}”,,dnd story text
GMStdBufferGetSize_Story_3,"Get size of buffer ${buffer} into temp ${target}",“将缓冲区${buffer}的大小获取到临时${target}”,,dnd story text
GMStdBufferGetSize_Story_4,"Get size of buffer ${buffer} into temp ${target} on ${applyto}",“将缓冲区${buffer}的大小获取到${applyto}上的临时${target}”,,dnd story text
GMStdBufferGetPosition_Story_1,"Get position in buffer ${buffer} into ${target}",“将缓冲区${buffer}中的位置获取到${target}”,,dnd story text
GMStdBufferGetPosition_Story_2,"Get position in buffer ${buffer} into ${target} on ${applyto}",“将缓冲区${buffer}中的位置获取到${applyto}上的${target}”,,dnd story text
GMStdBufferGetPosition_Story_3,"Get position in buffer ${buffer} into temp ${target}",“将缓冲区${buffer}中的位置获取到临时${target}”,,dnd story text
GMStdBufferGetPosition_Story_4,"Get position in buffer ${buffer} into temp ${target} on ${applyto}",“将缓冲区${buffer}中的位置获取到${applyto}上的临时${target}”,,dnd story text
GMStdBufferExists_Story_1,"If buffer ${buffer} does not exist",“如果缓冲区${buffer}不存在”,,dnd story text
GMStdBufferExists_Story_2,"If buffer ${buffer} does not exist on ${applyto}",“如果${applyto}上不存在缓冲区${buffer}”,,dnd story text
GMStdBufferExists_Story_3,"If buffer ${buffer} exists",“如果缓冲区${buffer}存在”,,dnd story text
GMStdBufferExists_Story_4,"If buffer ${buffer} exists on ${applyto}",“如果${applyto}上存在缓冲区${buffer}”,,dnd story text
GMStdBufferEOS_Story_1,"If end of buffer ${buffer} not reached",“如果未到达缓冲区${buffer}的末尾”,,dnd story text
GMStdBufferEOS_Story_2,"If end of buffer ${buffer} not reached on ${applyto}",“如果在${applyto}上未到达缓冲区${buffer}的末尾”,,dnd story text
GMStdBufferEOS_Story_3,"If end of buffer ${buffer} reached",“如果达到缓冲区${buffer}的末尾”,,dnd story text
GMStdBufferEOS_Story_4,"If end of buffer ${buffer} reached on ${applyto}",“如果在${applyto}上到达缓冲区${buffer}的末尾”,,dnd story text
GMStdBufferLoad_Story_1,"Load file ${filename} into buffer ${target}",“将文件${fileName}加载到缓冲区${target}”,,dnd story text
GMStdBufferLoad_Story_2,"Load file ${filename} into buffer ${target} on ${applyto}",“将文件${fileName}加载到${applyto}上的缓冲区${target}”,,dnd story text
GMStdBufferLoad_Story_3,"Load file ${filename} into buffer temp ${target}",“将文件${fileName}加载到缓冲区临时${target}”,,dnd story text
GMStdBufferLoad_Story_4,"Load file ${filename} into buffer temp ${target} on ${applyto}",“将文件${fileName}加载到${applyto}上的缓冲区临时${target}”,,dnd story text
GMStdBufferSave_Story_1,"Save buffer ${buffer} to file ${filename}",“将缓冲区${buffer}保存到文件${fileName}”,,dnd story text
GMStdBufferSave_Story_2,"Save buffer ${buffer} to file ${filename} on ${applyto}",“将缓冲区${buffer}保存到${applyto}上的文件${fileName}”,,dnd story text
GMStdFileRename_Story_1,"Rename file ${file1} to ${file2}",“将文件${file1}重命名为${file2}”,,dnd story text
GMStdFileRename_Story_2,"Rename file ${file1} to ${file2} on ${applyto}",“将${applyto}上的文件${file1}重命名为${file2}”,,dnd story text
GMStdFileCopy_Story_1,"Copy file ${file1} to ${file2}",“将文件${file1}复制到${file2}”,,dnd story text
GMStdFileCopy_Story_2,"Copy file ${file1} to ${file2} on ${applyto}",“将文件${file1}复制到${applyto}上的${file2}”,,dnd story text
GMStdFileDelete_Story_1,"Delete file ${file}",“删除文件${file}”,,dnd story text
GMStdFileDelete_Story_2,"Delete file ${file} on ${applyto}",“删除${applyto}上的文件${file}”,,dnd story text
GMStdOpenIni_Story_1,"Open ini file ${filename}",“打开ini文件${fileName}”,,dnd story text
GMStdOpenIni_Story_2,"Open ini file ${filename} on ${applyto}",“在${applyto}上打开ini文件${fileName}”,,dnd story text
GMStdCloseIni_Story_1,"Close ini file",“关闭ini文件”,,dnd story text
GMStdCloseIni_Story_2,"Close ini file on ${applyto}",“关闭${applyto}上的ini文件”,,dnd story text
GMStdIniWrite_Story_1,"Write ${value} under key ${key} in section ${section} to ini file",“将第${Section}节中注册表项${key}下的${value}写入ini文件”,,dnd story text
GMStdIniWrite_Story_2,"Write ${value} under key ${key} in section ${section} to ini file on ${applyto}",“将第${Section}节中键${key}下的${value}写入${applyto}上的ini文件”,,dnd story text
GMStdIniRead_Story_1,"Read key ${key} in section ${section} and assign it to ${var}",“读取节${Section}中的密钥${key}，并将其分配给${var}”,,dnd story text
GMStdIniRead_Story_2,"Read key ${key} in section ${section} and assign it to ${var} on ${applyto}",“读取节${Section}中的密钥${key}，并将其分配给${applyto}上的${var}”,,dnd story text
GMStdIniRead_Story_3,"Read key ${key} in section ${section} and assign it to temp ${var}",“读取节${Section}中的密钥${key}，并将其分配给临时${var}”,,dnd story text
GMStdIniRead_Story_4,"Read key ${key} in section ${section} and assign it to temp ${var} on ${applyto}",“读取部分${Section}中的密钥${key}，并将其分配给${applyto}上的临时${var}”,,dnd story text
GMStdIfFileExists_Story_1,"If file ${file} does not exist",“如果文件${file}不存在”,,dnd story text
GMStdIfFileExists_Story_2,"If file ${file} does not exist on ${applyto}",“如果${applyto}上不存在文件${file}”,,dnd story text
GMStdIfFileExists_Story_3,"If file ${file} exists",“如果文件${file}存在”,,dnd story text
GMStdIfFileExists_Story_4,"If file ${file} exists on ${applyto}",“如果${applyto}上存在文件${file}”,,dnd story text
GMStdDecimalToInteger_Story_1,"Round ${n} and assign it to ${var}",“取整${n}并将其分配给${var}”,,dnd story text
GMStdDecimalToInteger_Story_2,"Round ${n} and assign it to ${var} on ${applyto}",“取整${n}并将其分配给${applyto}上的${var}”,,dnd story text
GMStdDecimalToInteger_Story_3,"Round ${n} and assign it to temp ${var}",“取整${n}并将其分配给临时${var}”,,dnd story text
GMStdDecimalToInteger_Story_4,"Round ${n} and assign it to temp ${var} on ${applyto}",“取整${n}并将其分配给${applyto}上的临时${var}”,,dnd story text
GMStdDecimalToInteger_Story_5,"Ceil ${n} and assign it to ${var}",“Ceil${n}并将其分配给${var}”,,dnd story text
GMStdDecimalToInteger_Story_6,"Ceil ${n} and assign it to ${var} on ${applyto}",“Ceil${n}并将其分配给${applyto}上的${var}”,,dnd story text
GMStdDecimalToInteger_Story_7,"Ceil ${n} and assign it to temp ${var}",“Ceil${n}并将其分配给临时${var}”,,dnd story text
GMStdDecimalToInteger_Story_8,"Ceil ${n} and assign it to temp ${var} on ${applyto}",“Ceil${n}并将其分配给${applyto}上的临时${var}”,,dnd story text
GMStdDecimalToInteger_Story_9,"Floor ${n} and assign it to ${var}",“楼层${n}并将其分配给${var}”,,dnd story text
GMStdDecimalToInteger_Story_10,"Floor ${n} and assign it to ${var} on ${applyto}",“楼层${n}并将其分配给${applyto}上的${var}”,,dnd story text
GMStdDecimalToInteger_Story_11,"Floor ${n} and assign it to temp ${var}",“楼层${n}并将其分配给临时${var}”,,dnd story text
GMStdDecimalToInteger_Story_12,"Floor ${n} and assign it to temp ${var} on ${applyto}",“楼层${n}并将其分配给${applyto}上的临时${var}”,,dnd story text
GMStdStringToNumber_Story_1,"Convert ${value} to a string and assign it to ${var}",“将${value}转换为字符串并将其分配给${var}”,,dnd story text
GMStdStringToNumber_Story_2,"Convert ${value} to a string and assign it to ${var} on ${applyto}",“将${value}转换为字符串，并将其分配给${applyto}上的${var}”,,dnd story text
GMStdStringToNumber_Story_3,"Convert ${value} to a string and assign it to temp ${var}",“将${value}转换为字符串并将其分配给临时${var}”,,dnd story text
GMStdStringToNumber_Story_4,"Convert ${value} to a string and assign it to temp ${var} on ${applyto}",“将${value}转换为字符串，并将其分配给${applyto}上的临时${var}”,,dnd story text
GMStdNumberToString_Story_1,"Convert ${value} to a number and assign it to ${var}",“将${value}转换为数字并将其分配给${var}”,,dnd story text
GMStdNumberToString_Story_2,"Convert ${value} to a number and assign it to ${var} on ${applyto}",“将${value}转换为数字并将其分配给${applyto}上的${var}”,,dnd story text
GMStdNumberToString_Story_3,"Convert ${value} to a number and assign it to temp ${var}",“将${value}转换为数字并将其分配给临时${var}”,,dnd story text
GMStdNumberToString_Story_4,"Convert ${value} to a number and assign it to temp ${var} on ${applyto}",“将${value}转换为数字并将其分配给${applyto}上的临时${var}”,,dnd story text
GMStdGetRandomNumber_Story_1,"Get a random number between ${min} and ${max} into ${var}",“获取${var}中${min}和${max}之间的随机数”,,dnd story text
GMStdGetRandomNumber_Story_2,"Get a random number between ${min} and ${max} into ${var} on ${applyto}",“获取${applyto}上${var}中${min}和${max}之间的随机数”,,dnd story text
GMStdGetRandomNumber_Story_3,"Get a random number between ${min} and ${max} into temp ${var}",“在临时${var}中获取一个介于${min}和${max}之间的随机数”,,dnd story text
GMStdGetRandomNumber_Story_4,"Get a random number between ${min} and ${max} into temp ${var} on ${applyto}",“在${applyto}上的临时${var}中获取一个介于${min}和${max}之间的随机数”,,dnd story text
GMStdRandomize_Story,"Randomize seed",“随机化种子”,,dnd story text
GMStdChoose_Story_1,"Get a random element from a list into ${var}${show_input_count}",“将列表中的随机元素获取到${var}${show_input_count}”,,dnd story text
GMStdChoose_Story_2,"Get a random element from a list into ${var} on ${applyto}${show_input_count}",“将列表中的随机元素获取到${applyto}${show_input_count}上的${var}”,,dnd story text
GMStdChoose_Story_3,"Get a random element from a list into temp ${var}${show_input_count}",“将列表中的随机元素获取到临时${var}${show_input_count}”,,dnd story text
GMStdChoose_Story_4,"Get a random element from a list into temp ${var} on ${applyto}${show_input_count}",“将列表中的随机元素获取到${applyto}${show_input_count}上的临时${var}”,,dnd story text
GMStdSetViewVar_Story_1,"Set view camera of view ${view} to ${value}",“将视图${view}的视图摄像机设置为${value}”,,dnd story text
GMStdSetViewVar_Story_2,"Set view camera of view ${view} to ${value} on ${applyto}",“在${applyto}上将视图${view}的视图摄像机设置为${value}”,,dnd story text
GMStdSetViewVar_Story_3,"Set view visibility of view ${view} to ${value}",“将视图${view}的视图可见性设置为${value}”,,dnd story text
GMStdSetViewVar_Story_4,"Set view visibility of view ${view} to ${value} on ${applyto}",“将${applyto}上视图${view}的视图可见性设置为${value}”,,dnd story text
GMStdSetViewVar_Story_5,"Set view port X of view ${view} to ${value}",“将视图${view}的视口X设置为${value}”,,dnd story text
